material_id,formula,volume,density,crystal_system,nsites,elements,chemsys,band_gap,formation_energy_per_atom
mp-9946,ZnS,234.5651340917577,4.140241530894832,Hexagonal,12,"S, Zn",S-Zn,2.0368,-0.961542306406249
mp-1102743,ZnS2,210.15992820545503,4.094111983860375,Cubic,12,"S, Zn",S-Zn,1.4156,-0.495735896874999
mp-10695,ZnS,39.09033502667045,4.140649724985354,Cubic,2,"S, Zn",S-Zn,2.0192,-0.9620711764062511
mp-569679,ZnSe,102.42632505078255,4.681030279805861,Tetragonal,4,"Se, Zn",Se-Zn,1.9671,-0.791561253671875
mp-380,ZnSe,90.88655716305327,5.27537563285386,Hexagonal,4,"Se, Zn",Se-Zn,1.2004000000000001,-0.947540998671876
mp-982778,Zn3Se,143.30687965625737,6.37734580805244,Hexagonal,8,"Se, Zn",Se-Zn,0.0,0.017744683164062
mp-1190,ZnSe,45.44784771695639,5.274845268778988,Cubic,2,"Se, Zn",Se-Zn,1.1663000000000001,-0.9515610311718761
mp-1187912,Zn3Se,71.30749581527505,6.408285116395397,Cubic,4,"Se, Zn",Se-Zn,0.0,0.012874514414062002
mp-1102515,ZnSe2,258.97780493022333,5.727850373967437,Cubic,12,"Se, Zn",Se-Zn,0.7291999999999991,-0.644161672395833
mp-571195,ZnTe,177.2564315575293,5.424327600796479,Trigonal,6,"Te, Zn",Te-Zn,1.069,-0.680473905
mp-1071319,ZnTe,160.4017315406937,5.994305328756802,Trigonal,6,"Te, Zn",Te-Zn,0.2949,-0.532554113333332
mp-9281,ZnTe,160.13065728194002,6.004452679060092,Hexagonal,6,"Te, Zn",Te-Zn,0.32059999999999905,-0.5340362616666661
mp-8884,ZnTe,114.2558863173566,5.610196464017319,Hexagonal,4,"Te, Zn",Te-Zn,1.100299999999999,-0.6789112758333321
mp-2176,ZnTe,171.17748428055455,5.616959252306423,Cubic,6,"Te, Zn",Te-Zn,1.073299999999999,-0.6841630333333321
mp-948,ZnTe,48.03779385806172,6.671808985491392,Cubic,2,"Te, Zn",Te-Zn,0.0,-0.39561094833333205
mp-541441,ZnTe,101.12231632675017,6.338837881636161,Orthorhombic,4,"Te, Zn",Te-Zn,0.0,-0.41853658583333203
mp-1206914,ZnTe2,78.90643212829721,6.747026259379396,Trigonal,3,"Te, Zn",Te-Zn,0.0,-0.33233362777777603
mp-1021511,CdS,92.89071457991083,2.5826913192676173,Trigonal,2,"Cd, S",Cd-S,1.5192,-0.5238088539062491
mp-672,CdS,102.03892478274858,4.702284793707707,Hexagonal,4,"Cd, S",Cd-S,1.125,-0.7761274614062491
mp-2771569,CdS,91.27012188262536,2.62854959802318,Hexagonal,2,"Cd, S",Cd-S,1.4908000000000001,-0.5244601939062481
mp-1095440,CdS2,256.4655668126394,4.572204074019703,Cubic,12,"Cd, S",Cd-S,1.1625,-0.466330955208332
mp-2469,CdS,50.977693339587724,4.70613765491418,Cubic,2,"Cd, S",Cd-S,1.0492,-0.773414238906248
mp-370,CdS,41.7411202066207,5.74752285033426,Cubic,2,"Cd, S",Cd-S,0.27930000000000005,-0.6427207489062491
mp-1181862,CdS,83.75543759042172,5.728775327025155,Orthorhombic,4,"Cd, S",Cd-S,0.2766,-0.6419490964062481
mp-1120762,Cd2S,78.99910856081468,5.399692565812861,Trigonal,3,"Cd, S",Cd-S,0.623899999999999,-0.29499618260417004
mp-1070,CdSe,115.97478237665474,5.480139995990648,Hexagonal,4,"Cd, Se",Cd-Se,0.5724,-0.837606193671875
mp-1095493,CdSe2,307.12565988219865,5.846404192801385,Cubic,12,"Cd, Se",Cd-Se,0.6141999999999991,-0.635285370729166
mp-2691,CdSe,57.88422347057726,5.4899073125829645,Cubic,2,"Cd, Se",Cd-Se,0.5096,-0.8370525111718741
mp-1055,CdSe,47.475685789666265,6.693510929408785,Cubic,2,"Cd, Se",Cd-Se,0.0,-0.691781186171874
mp-1183665,Cd3Se,101.42266273712016,6.814105615987865,Tetragonal,4,"Cd, Se",Cd-Se,0.0,-0.14159297808593602
mp-1232349,Cd3Se4,840.1290356123558,5.16326984961886,Monoclinic,28,"Cd, Se",Cd-Se,0.45220000000000005,-0.570004953124999
mp-2901401,Cd3Se4,960.7363335139389,4.515091985228548,Monoclinic,28,"Cd, Se",Cd-Se,0.8668,-0.35696042267857003
mp-1226722,CdTe,56.97664694409546,6.99492973506814,Tetragonal,2,"Cd, Te",Cd-Te,0.0,-0.19667151000000102
mp-12581,CdTe,61.015110610085316,6.531949838797076,Tetragonal,2,"Cd, Te",Cd-Te,0.0,-0.07460553500000301
mp-1492,CdTe,194.48233981805546,6.147822608776511,Trigonal,6,"Cd, Te",Cd-Te,0.021500000000000002,-0.448117790000002
mp-2872104,CdTe,194.43007948587112,6.149475065292471,Hexagonal,6,"Cd, Te",Cd-Te,0.025500000000000002,-0.45299509000000104
mp-12779,CdTe,141.33765197053393,5.639652793960689,Hexagonal,4,"Cd, Te",Cd-Te,0.618599999999999,-0.5581268500000001
mp-406,CdTe,70.71162283069633,5.636239502916918,Cubic,2,"Cd, Te",Cd-Te,0.5846,-0.5607400050000031
mp-2388,CdTe,57.674799648756824,6.910256200990951,Cubic,2,"Cd, Te",Cd-Te,0.0,-0.387466915
mp-685146,CdTe,145.52114935338304,5.4775219091473915,Orthorhombic,4,"Cd, Te",Cd-Te,0.6234000000000001,-0.5521085075000011
mp-1008471,CdTe,120.86986968890925,6.594656599523121,Orthorhombic,4,"Cd, Te",Cd-Te,0.0,-0.376770372500001
mp-1066480,CdTe,115.55035285930698,6.898250538429776,Orthorhombic,4,"Cd, Te",Cd-Te,0.0,-0.378778435
mp-1183651,Cd3Te,104.72737130336832,7.370311565531026,Tetragonal,4,"Cd, Te",Cd-Te,0.0,0.029016934999997003
