material_id,formula,volume,density,crystal_system,nsites,elements,chemsys,band_gap,formation_energy_per_atom,avg_coordination,avg_bond_length,electronegativity_diff,radii_ratio,avg_atomic_mass,packing_efficiency,symmetry_deviation
mp-554115,ZnS,939.6311802203596,4.134202143606421,Trigonal,48,"S, Zn",S-Zn,2.0169,-0.9618576197395831,4.0,2.333983069505451,0.9300000000000002,1.35,48.737,0.08482676700671812,1
mp-554253,ZnS,1017.7059296272139,4.135127728855325,Trigonal,52,"S, Zn",S-Zn,1.9769,-0.961498548329326,4.0,2.333801126474843,0.9300000000000002,1.35,48.737,0.08484575843517912,1
mp-554503,ZnS,1096.325724752779,4.133865216379459,Trigonal,56,"S, Zn",S-Zn,2.0191,-0.9617047133705371,4.0,2.3340730389128574,0.9300000000000002,1.35,48.737,0.08481985383547323,1
mp-554608,ZnS,1017.4905302384507,4.136003121754603,Trigonal,52,"S, Zn",S-Zn,2.015,-0.9620088262139421,4.0,2.333670733756369,0.9300000000000002,1.35,48.737,0.08486372000235146,1
mp-554630,ZnS,940.2307651818815,4.131565763767565,Trigonal,48,"S, Zn",S-Zn,1.9824000000000002,-0.961452033072916,4.0,2.3345081058975925,0.9300000000000002,1.35,48.737,0.08477267299521031,1
mp-554681,ZnS,1094.925724940317,4.13915088132992,Trigonal,56,"S, Zn",S-Zn,2.0164,-0.9620172412276781,4.0,2.3330792946319305,0.9300000000000002,1.35,48.737,0.08492830665264418,1
mp-554713,ZnS,938.3285976671797,4.1399412200845,Trigonal,48,"S, Zn",S-Zn,2.034,-0.9615310759895831,4.0,2.332938070134682,0.9300000000000002,1.35,48.737,0.08494452305403492,1
mp-554820,ZnS,1094.3999128517012,4.141139565305906,Trigonal,56,"S, Zn",S-Zn,2.0195,-0.9622174221205351,4.0,2.332704373358614,0.9300000000000002,1.35,48.737,0.08496911105127328,1
mp-554829,ZnS,939.1168277839166,4.13646643797577,Trigonal,48,"S, Zn",S-Zn,2.0216,-0.961976457447916,4.0,2.3335841496199827,0.9300000000000002,1.35,48.737,0.08487322645989227,1
mp-554889,ZnS,939.3856136595164,4.135282873167822,Trigonal,48,"S, Zn",S-Zn,2.0385,-0.9615744622395831,4.0,2.333811698026492,0.9300000000000002,1.35,48.737,0.08484894173149397,1
mp-554961,ZnS,1095.545036428172,4.136811019794761,Trigonal,56,"S, Zn",S-Zn,2.018,-0.961708897834822,4.0,2.333518657685213,0.9300000000000002,1.35,48.737,0.084880296690292,1
mp-554986,ZnS,1376.7396969722602,3.997283655978585,Trigonal,68,"S, Zn",S-Zn,2.0291,-0.961220063822216,4.0,2.3603613434330577,0.9300000000000002,1.35,48.737,0.0820174334895169,1
mp-554999,ZnS,938.38491544128,4.139692758850113,Trigonal,48,"S, Zn",S-Zn,2.0197,-0.961746592447916,4.0,2.3329810852020283,0.9300000000000002,1.35,48.737,0.08493942505386283,1
mp-555079,ZnS,1095.5658133276033,4.136732567085231,Trigonal,56,"S, Zn",S-Zn,2.018799999999999,-0.96220205265625,4.0,2.3335333789826898,0.9300000000000002,1.35,48.737,0.08487868697468516,1
mp-555151,ZnS,1095.7084429965078,4.136194083695638,Trigonal,56,"S, Zn",S-Zn,2.0233,-0.9617112069419641,4.0,2.3336351349427438,0.9300000000000002,1.35,48.737,0.08486763821522944,1
mp-555214,ZnS,1014.2969910184012,4.149025430112542,Trigonal,52,"S, Zn",S-Zn,1.596,-0.9484992271754811,3.9615384615384617,2.3331363521382897,0.9300000000000002,1.35,48.737,0.08513091552850077,1
mp-555311,ZnS,1017.8018903608638,4.134737859378411,Trigonal,52,"S, Zn",S-Zn,2.0305,-0.9614913864062501,4.0,2.333909027975047,0.9300000000000002,1.35,48.737,0.08483775897938756,1
mp-555381,ZnS,938.102174696848,4.140940447901398,Trigonal,48,"S, Zn",S-Zn,2.0142,-0.961973424739583,4.0,2.332743201563743,0.9300000000000002,1.35,48.737,0.08496502550221388,1
mp-555543,ZnS,938.2251895833623,4.14039751074205,Trigonal,48,"S, Zn",S-Zn,2.025,-0.9616303891145831,4.0,2.3328454760552355,0.9300000000000002,1.35,48.737,0.08495388535900956,1
mp-555583,ZnS,939.2889252522513,4.135708550404982,Trigonal,48,"S, Zn",S-Zn,2.03,-0.9617700705729161,4.0,2.3337277010753703,0.9300000000000002,1.35,48.737,0.0848576759013682,1
mp-555594,ZnS,938.1990805271352,4.140512733484914,Trigonal,48,"S, Zn",S-Zn,2.0252,-0.9619742722395831,4.0,2.3328238287108998,0.9300000000000002,1.35,48.737,0.0849562495328993,1
mp-555628,ZnS,938.6258387491231,4.138630196504454,Trigonal,48,"S, Zn",S-Zn,2.036,-0.9615629436979171,4.0,2.333182307313747,0.9300000000000002,1.35,48.737,0.08491762308932543,1
mp-555664,ZnS,937.9759569096516,4.141497669370025,Trigonal,48,"S, Zn",S-Zn,2.0194,-0.9621872907812491,4.0,2.332637282360009,0.9300000000000002,1.35,48.737,0.08497645873504782,1
mp-555666,ZnS,1251.1950852149266,4.139642475017291,Trigonal,64,"S, Zn",S-Zn,1.858099999999999,-0.961936044375001,4.0,2.332990874401788,0.9300000000000002,1.35,48.737,0.08493839331549521,1
mp-555773,ZnS,703.8226389555459,4.139493060245037,Trigonal,36,"S, Zn",S-Zn,2.0281,-0.9618352122395841,4.0,2.3330153284335187,0.9300000000000002,1.35,48.737,0.08493532757956043,1
mp-555779,ZnS,625.5876647054982,4.139707839129861,Trigonal,32,"S, Zn",S-Zn,2.0195,-0.96204220890625,4.0,2.3329751377077983,0.9300000000000002,1.35,48.737,0.08493973447544702,1
mp-555782,ZnS,781.817768462268,4.140591107212218,Trigonal,40,"S, Zn",S-Zn,1.9917,-0.9618537634062501,4.0,2.3328114972865848,0.9300000000000002,1.35,48.737,0.08495785762792576,1
mp-556000,ZnS,860.871918989195,4.136395195341013,Trigonal,44,"S, Zn",S-Zn,2.0254,-0.9616068482244311,4.0,2.3335975153850677,0.9300000000000002,1.35,48.737,0.0848717646827054,1
mp-556005,ZnS,312.560765385015,4.142794692184443,Trigonal,16,"S, Zn",S-Zn,2.0389,-0.9610413801562511,4.0,2.3323975391380856,0.9300000000000002,1.35,48.737,0.08500307142795911,1
mp-556152,ZnS,703.9167460004576,4.138939648976525,Trigonal,36,"S, Zn",S-Zn,2.0263,-0.9615049577951401,4.0,2.3331201518527616,0.9300000000000002,1.35,48.737,0.08492397252552526,1
mp-556155,ZnS,781.8216806407379,4.140570387997359,Trigonal,40,"S, Zn",S-Zn,2.0223,-0.96186887865625,4.0,2.3328145232767734,0.9300000000000002,1.35,48.737,0.08495743250502409,1
mp-556161,ZnS,547.4391265878817,4.139330346759543,Trigonal,28,"S, Zn",S-Zn,1.4296,-0.9616529856919651,4.0,2.3330474223281903,0.9300000000000002,1.35,48.737,0.0849319889767434,1
mp-556207,ZnS,781.9956571680393,4.139649203780353,Trigonal,40,"S, Zn",S-Zn,2.0276,-0.9616266159062501,4.0,2.332990129847469,0.9300000000000002,1.35,48.737,0.08493853137822091,1
mp-556280,ZnS,781.8761387171566,4.140281995133783,Trigonal,40,"S, Zn",S-Zn,2.0238,-0.9618587154062511,4.0,2.3328540069810755,0.9300000000000002,1.35,48.737,0.08495151517602198,1
mp-556363,ZnS,703.7521789342534,4.139907508367396,Trigonal,36,"S, Zn",S-Zn,2.0282,-0.961806524461806,4.0,2.332937467393174,0.9300000000000002,1.35,48.737,0.08494383134717763,1
mp-556392,ZnS,547.9458089811175,4.135502731378398,Trigonal,28,"S, Zn",S-Zn,2.0369,-0.9613172499776781,4.0,2.333742837850175,0.9300000000000002,1.35,48.737,0.08485345284646978,1
mp-556395,ZnS,312.41883261585133,4.144676775661342,Trigonal,16,"S, Zn",S-Zn,1.9563000000000001,-0.9616492439062511,4.0,2.3320465974169275,0.9300000000000002,1.35,48.737,0.08504168856641446,1
mp-556448,ZnS,703.738605527868,4.139987357116019,Trigonal,36,"S, Zn",S-Zn,2.015799999999999,-0.9620950955729181,4.0,2.3329027517486605,0.9300000000000002,1.35,48.737,0.08494546970712229,1
mp-556485,ZnS,495.3875307001958,3.920794326389074,Trigonal,24,"S, Zn",S-Zn,0.0,-0.7516237509300601,3.6666666666666665,2.3551047913728484,0.9300000000000002,1.35,48.737,0.08044800308572694,1
mp-556543,ZnS,860.8162146556264,4.136662865877198,Trigonal,44,"S, Zn",S-Zn,2.0163,-0.9621005752698861,4.0,2.3335472211861163,0.9300000000000002,1.35,48.737,0.08487725682494199,1
mp-556716,ZnS,547.5421727421269,4.138551334485021,Trigonal,28,"S, Zn",S-Zn,1.213299999999999,-0.961243709977679,4.0,2.333191257815518,0.9300000000000002,1.35,48.737,0.08491600497537848,1
mp-556732,ZnS,781.7290596531898,4.141060971932565,Trigonal,40,"S, Zn",S-Zn,2.0239,-0.9618632891562491,4.0,2.3327229442951993,0.9300000000000002,1.35,48.737,0.0849674984494853,1
mp-556775,ZnS,625.7453896855881,4.138664387036938,Trigonal,32,"S, Zn",S-Zn,2.0399,-0.9614513723437501,4.0,2.333173437436609,0.9300000000000002,1.35,48.737,0.08491832462065654,1
mp-556784,ZnS,860.0179119636547,4.140502680206261,Trigonal,44,"S, Zn",S-Zn,1.992,-0.962145614588067,4.0,2.332824303591094,0.9300000000000002,1.35,48.737,0.08495604325679178,1
mp-556815,ZnS,547.5848904962562,4.138228481131274,Trigonal,28,"S, Zn",S-Zn,2.0421,-0.961254834977678,4.0,2.333251897760723,0.9300000000000002,1.35,48.737,0.0849093805759746,1
mp-556950,ZnS,625.5037031536903,4.140263513368803,Trigonal,32,"S, Zn",S-Zn,2.032299999999999,-0.961743312968751,4.0,2.332872932450419,0.9300000000000002,1.35,48.737,0.08495113596177037,1
mp-556989,ZnS,705.0317461793645,4.13239396011343,Trigonal,36,"S, Zn",S-Zn,2.0305,-0.9612408289062511,4.0,2.3343191229621088,0.9300000000000002,1.35,48.737,0.08478966616971562,1
mp-557009,ZnS,781.9485419329196,4.139898632655899,Trigonal,40,"S, Zn",S-Zn,2.0302,-0.96162488165625,4.0,2.3329407789892276,0.9300000000000002,1.35,48.737,0.08494364923273691,1
mp-557026,ZnS,703.7083016729217,4.140165637770164,Trigonal,36,"S, Zn",S-Zn,2.023,-0.9618144119618071,4.0,2.332893934185347,0.9300000000000002,1.35,48.737,0.08494912772165222,1
mp-557054,ZnS,548.3203329263071,4.132678023438001,Trigonal,28,"S, Zn",S-Zn,1.689499999999999,-0.9609587028348221,4.0,2.33429816579349,0.9300000000000002,1.35,48.737,0.08479549466397195,1
mp-557058,ZnS,494.0271897235915,3.9315905280839822,Trigonal,24,"S, Zn",S-Zn,0.0,-0.754447628846726,3.6666666666666665,2.355017279103645,0.9300000000000002,1.35,48.737,0.08066952270521333,1
mp-557062,ZnS,782.7085659514288,4.135878717029721,Trigonal,40,"S, Zn",S-Zn,2.0301,-0.96162693840625,4.0,2.333694337822652,0.9300000000000002,1.35,48.737,0.084861167429873,1
mp-557175,ZnS,703.6637143353962,4.14042797751988,Trigonal,36,"S, Zn",S-Zn,2.027199999999999,-0.961819713072917,4.0,2.332841801907537,0.9300000000000002,1.35,48.737,0.08495451048525514,1
mp-557308,ZnS,391.1102609000953,4.138459180418014,Trigonal,20,"S, Zn",S-Zn,2.0245,-0.9618619499062501,4.0,2.333209308429267,0.9300000000000002,1.35,48.737,0.08491411413131736,1
mp-557346,ZnS,703.7403436138152,4.139977132245565,Trigonal,36,"S, Zn",S-Zn,2.0258,-0.9618181483506951,4.0,2.332927129455106,0.9300000000000002,1.35,48.737,0.08494525991024406,1
mp-557418,ZnS,781.890449366201,4.140206217097838,Trigonal,40,"S, Zn",S-Zn,2.018199999999999,-0.9616347606562491,4.0,2.332882435931674,0.9300000000000002,1.35,48.737,0.08494996034014893,1
mp-581405,ZnS,1619.0128067700862,3.998964907527228,Trigonal,80,"S, Zn",S-Zn,1.8885,-0.961452653388393,4.0,2.360027819325569,0.9300000000000002,1.35,48.737,0.08205192989981386,1
mp-581425,ZnS,1456.5769499305761,4.000432561751981,Trigonal,72,"S, Zn",S-Zn,2.018399999999999,-0.9615482249578391,4.0,2.3597392858087143,0.9300000000000002,1.35,48.737,0.08208204365783657,1
mp-582680,ZnS,1456.1103543853246,4.001714459107337,Trigonal,72,"S, Zn",S-Zn,1.9845000000000002,-0.9613778745411701,4.0,2.3594874374869863,0.9300000000000002,1.35,48.737,0.08210834600216133,1
mp-647075,ZnS,2593.357952286581,3.994435334097854,Trigonal,128,"S, Zn",S-Zn,1.9988000000000001,-0.9613578984040191,4.0,2.360919599115384,0.9300000000000002,1.35,48.737,0.08195899078929467,1
mp-680085,ZnS,1780.6575298703926,3.999541079378795,Trigonal,88,"S, Zn",S-Zn,2.0155,-0.961755887217936,4.0,2.359914611057796,0.9300000000000002,1.35,48.737,0.08206375196213954,1
mp-680087,ZnS,1781.10753534158,3.99853057589585,Trigonal,88,"S, Zn",S-Zn,2.0198,-0.961634657331573,4.0,2.360113307311132,0.9300000000000002,1.35,48.737,0.08204301815655149,1
mp-1196782,ZnS,732.0562290845999,3.979843096537789,Trigonal,36,"S, Zn",S-Zn,1.986399999999999,-0.95030139593006,4.0,2.363838039323556,0.9300000000000002,1.35,48.737,0.08165958299726674,1
mp-1198139,ZnS,734.9763397125912,3.96403091117073,Trigonal,36,"S, Zn",S-Zn,1.9919,-0.9499906403745051,4.0,2.3669587030914534,0.9300000000000002,1.35,48.737,0.08133514395984016,1
mp-1199343,ZnS,732.3170933538738,3.9784254062085243,Trigonal,36,"S, Zn",S-Zn,2.0023,-0.9499820337078381,4.0,2.3641158877484836,0.9300000000000002,1.35,48.737,0.08163049441304397,1
mp-1200568,ZnS,735.7458667275099,3.959884875138361,Trigonal,36,"S, Zn",S-Zn,1.9998999999999991,-0.9495832545411721,4.0,2.367787512420385,0.9300000000000002,1.35,48.737,0.08125007438164764,1
mp-1200836,ZnS,735.0153974940927,3.963820267619967,Trigonal,36,"S, Zn",S-Zn,1.9881000000000002,-0.9499883873189501,4.0,2.3670006167833626,0.9300000000000002,1.35,48.737,0.08133082191394561,1
mp-1201158,ZnS,734.8368370891498,3.964783449262998,Trigonal,36,"S, Zn",S-Zn,2.0046,-0.949672490096727,4.0,2.366807793715846,0.9300000000000002,1.35,48.737,0.0813505847562016,1
mp-1201781,ZnS,732.0869671487895,3.979675995253303,Trigonal,36,"S, Zn",S-Zn,1.9874,-0.9503019075967271,4.0,2.363871038767267,0.9300000000000002,1.35,48.737,0.0816561543643085,1
mp-1202023,ZnS,732.3375063775716,3.978314512404247,Trigonal,36,"S, Zn",S-Zn,2.0011,-0.94997389481895,4.0,2.3641386332425744,0.9300000000000002,1.35,48.737,0.08162821906158046,1
mp-1202182,ZnS,734.9236543073599,3.964315085688287,Trigonal,36,"S, Zn",S-Zn,1.992999999999999,-0.9499937712078381,4.0,2.3669024877593445,0.9300000000000002,1.35,48.737,0.08134097473558666,1
mp-1202959,ZnS,734.9871463532437,3.9639726273520193,Trigonal,36,"S, Zn",S-Zn,1.992499999999999,-0.9499904164856151,4.0,2.3669701968223174,0.9300000000000002,1.35,48.737,0.08133394807542563,1
mp-13456,ZnS,195.5221102272339,4.139158092904608,Trigonal,10,"S, Zn",S-Zn,2.0416,-0.9614129104062491,4.0,2.333080420861993,0.9300000000000002,1.35,48.737,0.08492845462183983,1
mp-18377,ZnS,405.95115441196947,3.9871640520945393,Trigonal,20,"S, Zn",S-Zn,2.0462,-0.909932098263392,4.0,2.3623564464151765,0.9300000000000002,1.35,48.737,0.08180979650151915,1
mp-543011,ZnS,284.34144030145967,3.984701257907226,Trigonal,14,"S, Zn",S-Zn,2.0396,-0.949586729263393,4.0,2.3628421062166622,0.9300000000000002,1.35,48.737,0.08175926417110667,1
mp-554405,ZnS,195.63819592429417,4.136702043613275,Trigonal,10,"S, Zn",S-Zn,2.0715,-0.960316791406251,4.0,2.3335436917085426,0.9300000000000002,1.35,48.737,0.08487806068517298,1
mp-555280,ZnS,234.58666022245666,4.139861614235314,Trigonal,12,"S, Zn",S-Zn,2.0347,-0.9615425430729161,4.0,2.332946723277907,0.9300000000000002,1.35,48.737,0.08494288967797184,1
mp-555410,ZnS,156.44462063376088,4.138445523331442,Trigonal,8,"S, Zn",S-Zn,2.064,-0.9610903139062501,4.0,2.333213237652044,0.9300000000000002,1.35,48.737,0.08491383391122642,1
mp-555763,ZnS,117.32830780091152,4.138627446645342,Trigonal,6,"S, Zn",S-Zn,2.0639,-0.960641818072916,4.0,2.3331864190343867,0.9300000000000002,1.35,48.737,0.08491756666691305,1
mp-555858,ZnS,407.0522505291348,3.976378579589337,Trigonal,20,"S, Zn",S-Zn,2.0194,-0.910987171763393,4.0,2.3644902517935678,0.9300000000000002,1.35,48.737,0.0815884970266807,1
mp-556105,ZnS,405.31321389033525,3.993439627200566,Trigonal,20,"S, Zn",S-Zn,2.010799999999999,-0.9107497342633921,4.0,2.3611178748100503,0.9300000000000002,1.35,48.737,0.08193856058437257,1
mp-556468,ZnS,323.74639718611894,3.999658655900763,Trigonal,16,"S, Zn",S-Zn,2.032899999999999,-0.9506272111383921,4.0,2.359893197219586,0.9300000000000002,1.35,48.737,0.08206616443155637,1
mp-556576,ZnS,323.99433261578207,3.996597932340106,Trigonal,16,"S, Zn",S-Zn,2.0892,-0.949032164888393,4.0,2.3604958921942187,0.9300000000000002,1.35,48.737,0.08200336361163194,1
mp-557151,ZnS,323.74255997424905,3.9997060625119643,Trigonal,16,"S, Zn",S-Zn,2.0574,-0.950627128638393,4.0,2.3598840505276697,0.9300000000000002,1.35,48.737,0.08206713713425044,1
mp-581258,ZnS,486.97346727750545,3.988538904577278,Trigonal,24,"S, Zn",S-Zn,2.03,-0.9503385142633931,4.0,2.3620841895333737,0.9300000000000002,1.35,48.737,0.08183800612629578,1
mp-581412,ZnS,486.8952199130244,3.989179889833755,Trigonal,24,"S, Zn",S-Zn,2.0194,-0.950873770096726,4.0,2.3619578868002358,0.9300000000000002,1.35,48.737,0.08185115804899265,1
mp-581476,ZnS,487.23233702134837,3.986419767635655,Trigonal,24,"S, Zn",S-Zn,2.0314,-0.95088372343006,4.0,2.362502941195075,0.9300000000000002,1.35,48.737,0.08179452505561802,1
mp-581601,ZnS,486.99466245902653,3.988365313750514,Trigonal,24,"S, Zn",S-Zn,2.0189,-0.95088459968006,4.0,2.362118638688677,0.9300000000000002,1.35,48.737,0.08183444433901377,1
mp-581602,ZnS,486.9808619390813,3.988478339783698,Trigonal,24,"S, Zn",S-Zn,2.0309,-0.9503470092633931,4.0,2.3620961895337893,0.9300000000000002,1.35,48.737,0.08183676344017271,1
mp-608468,ZnS,491.1288868256888,3.954792055272825,Trigonal,24,"S, Zn",S-Zn,1.9701,-0.9105117417633931,4.0,2.3687975659239138,0.9300000000000002,1.35,48.737,0.08114557841625099,1
mp-10281,ZnS,156.45921392848314,4.138059521422718,Hexagonal,8,"S, Zn",S-Zn,2.0471,-0.9610861451562511,4.0,2.333283833150122,0.9300000000000002,1.35,48.737,0.0849059138113285,0
mp-560588,ZnS,78.24665654456005,4.13715785761638,Hexagonal,4,"S, Zn",S-Zn,2.0701,-0.9591730539062511,4.0,2.3334587995206033,0.9300000000000002,1.35,48.737,0.08488741321001252,0
mp-560725,ZnS,625.4751534265004,4.140452495126357,Hexagonal,32,"S, Zn",S-Zn,2.0215,-0.9620437767187511,4.0,2.332836802215187,0.9300000000000002,1.35,48.737,0.08495501354466538,0
mp-561118,ZnS,312.6469831439459,4.14165224561266,Hexagonal,16,"S, Zn",S-Zn,2.0338,-0.9616786720312511,4.0,2.3326105667755583,0.9300000000000002,1.35,48.737,0.08497963037553931,0
mp-561196,ZnS,547.3295125287475,4.140159333304246,Hexagonal,28,"S, Zn",S-Zn,2.0271,-0.9619825028348221,4.0,2.3328909533122855,0.9300000000000002,1.35,48.737,0.08494899836477925,0
mp-561258,ZnS,390.9493542994755,4.140162483905286,Hexagonal,20,"S, Zn",S-Zn,2.0288,-0.96187158090625,4.0,2.3328909708969565,0.9300000000000002,1.35,48.737,0.08494906300973153,0
mp-561286,ZnS,782.1918670666643,4.138610788290733,Hexagonal,40,"S, Zn",S-Zn,2.0218,-0.9621073766562501,4.0,2.333180629681199,0.9300000000000002,1.35,48.737,0.084917224865928,0
mp-9946,ZnS,234.5651340917577,4.140241530894832,Hexagonal,12,"S, Zn",S-Zn,2.0368,-0.961542306406249,4.0,2.332874390746829,0.9300000000000002,1.35,48.737,0.08495068491894929,0
mp-1102743,ZnS2,210.15992820545503,4.094111983860375,Cubic,12,"S, Zn",S-Zn,1.4156,-0.495735896874999,4.666666666666667,2.4564415595219518,0.9300000000000002,1.35,48.737,0.08400418540042216,0
mp-10695,ZnS,39.09033502667045,4.140649724985354,Cubic,2,"S, Zn",S-Zn,2.0192,-0.9620711764062511,4.0,2.332797447448972,0.9300000000000002,1.35,48.737,0.08495906036451473,0
mp-569679,ZnSe,102.42632505078255,4.681030279805861,Tetragonal,4,"Se, Zn",Se-Zn,1.9671,-0.791561253671875,4.0,2.5403437299417986,0.8999999999999999,1.173913043478261,72.1845,0.06484813609300973,1
mp-380,ZnSe,90.88655716305327,5.27537563285386,Hexagonal,4,"Se, Zn",Se-Zn,1.2004000000000001,-0.947540998671876,4.0,2.452914973667101,0.8999999999999999,1.173913043478261,72.1845,0.07308183381271409,0
mp-982778,Zn3Se,143.30687965625737,6.37734580805244,Hexagonal,8,"Se, Zn",Se-Zn,0.0,0.017744683164062,6.0,2.958752289729118,0.8999999999999999,1.173913043478261,72.1845,0.08834785595318163,0
mp-1190,ZnSe,45.44784771695639,5.274845268778988,Cubic,2,"Se, Zn",Se-Zn,1.1663000000000001,-0.9515610311718761,4.0,2.45296686,0.8999999999999999,1.173913043478261,72.1845,0.07307448647256666,0
mp-1187912,Zn3Se,71.30749581527505,6.408285116395397,Cubic,4,"Se, Zn",Se-Zn,0.0,0.012874514414062002,6.0,2.932221207836221,0.8999999999999999,1.173913043478261,72.1845,0.08877647024493342,0
mp-1102515,ZnSe2,258.97780493022333,5.727850373967437,Cubic,12,"Se, Zn",Se-Zn,0.7291999999999991,-0.644161672395833,4.666666666666667,2.6396656581288185,0.8999999999999999,1.173913043478261,72.1845,0.07935014267560815,0
mp-571195,ZnTe,177.2564315575293,5.424327600796479,Trigonal,6,"Te, Zn",Te-Zn,1.069,-0.680473905,4.0,2.6689566287819333,0.4500000000000002,1.037037037037037,96.50450000000001,0.05620802761318362,1
mp-1071319,ZnTe,160.4017315406937,5.994305328756802,Trigonal,6,"Te, Zn",Te-Zn,0.2949,-0.532554113333332,4.0,2.6957285553995773,0.4500000000000002,1.037037037037037,96.50450000000001,0.062114257146110304,1
mp-9281,ZnTe,160.13065728194002,6.004452679060092,Hexagonal,6,"Te, Zn",Te-Zn,0.32059999999999905,-0.5340362616666661,4.0,2.717207548602609,0.4500000000000002,1.037037037037037,96.50450000000001,0.06221940613194298,0
mp-8884,ZnTe,114.2558863173566,5.610196464017319,Hexagonal,4,"Te, Zn",Te-Zn,1.100299999999999,-0.6789112758333321,4.0,2.6474040755981556,0.4500000000000002,1.037037037037037,96.50450000000001,0.058134040008676474,0
mp-2176,ZnTe,171.17748428055455,5.616959252306423,Cubic,6,"Te, Zn",Te-Zn,1.073299999999999,-0.6841630333333321,4.0,2.6458669251231735,0.4500000000000002,1.037037037037037,96.50450000000001,0.058204117448475694,0
mp-948,ZnTe,48.03779385806172,6.671808985491392,Cubic,2,"Te, Zn",Te-Zn,0.0,-0.39561094833333205,6.0,2.8852559999999996,0.4500000000000002,1.037037037037037,96.50450000000001,0.06913469305049393,0
mp-541441,ZnTe,101.12231632675017,6.338837881636161,Orthorhombic,4,"Te, Zn",Te-Zn,0.0,-0.41853658583333203,5.0,2.7872019704361515,0.4500000000000002,1.037037037037037,96.50450000000001,0.06568437618594118,1
mp-1206914,ZnTe2,78.90643212829721,6.747026259379396,Trigonal,3,"Te, Zn",Te-Zn,0.0,-0.33233362777777603,4.0,2.8322644610310697,0.4500000000000002,1.037037037037037,96.50450000000001,0.06991411032003063,1
mp-1021511,CdS,92.89071457991083,2.5826913192676173,Trigonal,2,"Cd, S",Cd-S,1.5192,-0.5238088539062491,3.0,2.4629490112719634,0.8900000000000001,1.55,72.238,0.035752530790825014,1
mp-672,CdS,102.03892478274858,4.702284793707707,Hexagonal,4,"Cd, S",Cd-S,1.125,-0.7761274614062491,4.0,2.5493972024552347,0.8900000000000001,1.55,72.238,0.06509433807286619,0
mp-2771569,CdS,91.27012188262536,2.62854959802318,Hexagonal,2,"Cd, S",Cd-S,1.4908000000000001,-0.5244601939062481,3.0,2.4606661007183352,0.8900000000000001,1.55,72.238,0.03638735288938204,0
mp-1095440,CdS2,256.4655668126394,4.572204074019703,Cubic,12,"Cd, S",Cd-S,1.1625,-0.466330955208332,4.666666666666667,2.6221251048308387,0.8900000000000001,1.55,72.238,0.06329361380464164,0
mp-2469,CdS,50.977693339587724,4.70613765491418,Cubic,2,"Cd, S",Cd-S,1.0492,-0.773414238906248,4.0,2.548672261425238,0.8900000000000001,1.55,72.238,0.06514767373008915,0
mp-370,CdS,41.7411202066207,5.74752285033426,Cubic,2,"Cd, S",Cd-S,0.27930000000000005,-0.6427207489062491,6.0,2.753243999999999,0.8900000000000001,1.55,72.238,0.07956370401082892,0
mp-1181862,CdS,83.75543759042172,5.728775327025155,Orthorhombic,4,"Cd, S",Cd-S,0.2766,-0.6419490964062481,6.0,2.7530547644946637,0.8900000000000001,1.55,72.238,0.07930417961495549,1
mp-1120762,Cd2S,78.99910856081468,5.399692565812861,Trigonal,3,"Cd, S",Cd-S,0.623899999999999,-0.29499618260417004,2.6666666666666665,2.5796533936307537,0.8900000000000001,1.55,72.238,0.07474864428434981,1
mp-1070,CdSe,115.97478237665474,5.480139995990648,Hexagonal,4,"Cd, Se",Cd-Se,0.5724,-0.837606193671875,4.0,2.660517292412163,0.8599999999999999,1.347826086956522,95.68549999999999,0.05727241845410901,0
mp-1095493,CdSe2,307.12565988219865,5.846404192801385,Cubic,12,"Cd, Se",Cd-Se,0.6141999999999991,-0.635285370729166,4.666666666666667,2.789101295359505,0.8599999999999999,1.347826086956522,95.68549999999999,0.0611002105104889,0
mp-2691,CdSe,57.88422347057726,5.4899073125829645,Cubic,2,"Cd, Se",Cd-Se,0.5096,-0.8370525111718741,4.0,2.658932517500024,0.8599999999999999,1.347826086956522,95.68549999999999,0.0573744957447363,0
mp-1055,CdSe,47.475685789666265,6.693510929408785,Cubic,2,"Cd, Se",Cd-Se,0.0,-0.691781186171874,6.0,2.8739580000000005,0.8599999999999999,1.347826086956522,95.68549999999999,0.06995324191657865,0
mp-1183665,Cd3Se,101.42266273712016,6.814105615987865,Tetragonal,4,"Cd, Se",Cd-Se,0.0,-0.14159297808593602,4.0,2.8863434127660548,0.8599999999999999,1.347826086956522,95.68549999999999,0.07121356544082297,1
mp-1232349,Cd3Se4,840.1290356123558,5.16326984961886,Monoclinic,28,"Cd, Se",Cd-Se,0.45220000000000005,-0.570004953124999,3.642857142857143,2.761728767162712,0.8599999999999999,1.347826086956522,95.68549999999999,0.05396083889010206,1
mp-2901401,Cd3Se4,960.7363335139389,4.515091985228548,Monoclinic,28,"Cd, Se",Cd-Se,0.8668,-0.35696042267857003,3.5714285714285716,2.677756240838064,0.8599999999999999,1.347826086956522,95.68549999999999,0.04718679408299636,1
mp-1226722,CdTe,56.97664694409546,6.99492973506814,Tetragonal,2,"Cd, Te",Cd-Te,0.0,-0.19667151000000102,6.0,2.0682460591974756,0.41000000000000014,1.1071428571428572,120.0055,0.05828840957346238,1
