material_id,formula,volume,density,crystal_system,nsites,elements,chemsys,metal,chalcogen,structure,avg_coordination,avg_bond_length,electronegativity_diff,radii_ratio,avg_atomic_mass,packing_efficiency,symmetry_deviation
mp-850099,CuS2,52.54267318712817,4.035024733365863,Tetragonal,3,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.551538, 0.0, 0.0], [0.0, 3.551538, 0.0], [0.0, 0.0, 4.165616]], 'pbc': [True, True, True], 'a': 3.551538, 'b': 3.551538, 'c': 4.165616, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 52.54267318712817}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [1.775769, 1.775769, 2.082808]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.5, 0.160442], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 1.775769, 0.668339762272]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.0, 0.839557999999999], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [1.775769, 0.0, 3.497276237727996]}], '@version': None}",2.6666666666666665,1.0,0.6800000000000002,1.35,47.805499999999995,0.08440503149984549,1
mp-1096941,CuS,60.4795241933915,2.625116563235804,Trigonal,2,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[1.811500999999999, -3.137611, 0.0], [1.811500999999999, 3.137611, 0.0], [0.0, 0.0, 5.320356]], 'pbc': [True, True, True], 'a': 3.6230013331935162, 'b': 3.6230013331935162, 'c': 5.320356, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.9999878234759, 'volume': 60.47952419339146}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.984213999999999], 'properties': {'magmom': -0.001}, 'label': 'Cu', 'xyz': [1.811500999999999, 1.0458724250740001, 5.236368860183995]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.891645999999999], 'properties': {'magmom': -0.001}, 'label': 'S', 'xyz': [1.811500999999999, -1.045872425074, 4.743874145975996]}], '@version': None}",3.0,1.0,0.6800000000000002,1.35,47.805499999999995,0.05491243817627269,1
mp-504,CuS,200.7320549599949,4.745603806875806,Hexagonal,12,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.76786682, -0.0, -0.0], [-1.88393392, 3.26306764, -0.0], [-0.0, -0.0, 16.32657586]], 'pbc': [True, True, True], 'a': 3.76786682, 'b': 3.767866430507023, 'c': 16.32657586, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00001237455099, 'volume': 200.7320549599949}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.39365182], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [-2.2239335800586505e-06, 2.17537951435588, 6.426986301657064]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.89365182], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [1.8839351239335802, 1.08768812564412, 14.590274231657064]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.60634818], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [1.8839351239335802, 1.08768812564412, 9.899589558342933]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.10634818], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [-2.2239335800586505e-06, 2.17537951435588, 1.7363016283429347]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.25], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [1.8839351239335802, 1.08768812564412, 4.081643965]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.75], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [-2.2239335800586505e-06, 2.17537951435588, 12.244931894999999]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [-0.0, -0.0, 0.43587218], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 7.116300212033574]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [-0.0, -0.0, 0.93587218], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 15.279588142033575]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [-0.0, -0.0, 0.5641278200000001], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 9.210275647966425]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [-0.0, -0.0, 0.06412782], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 1.046987717966425]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.75], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [1.8839351239335802, 1.08768812564412, 12.244931894999999]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.25], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [-2.2239335800586505e-06, 2.17537951435588, 4.081643965]}], '@version': None}",4.0,1.0,0.6800000000000002,1.35,47.805499999999995,0.09926899220541165,0
mp-558139,CuS,59.817975954839724,5.308297319071935,Hexagonal,4,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[-1.671601, -2.895298, 0.0], [-1.671601, 2.895298, 0.0], [0.0, 0.0, -6.17982]], 'pbc': [True, True, True], 'a': 3.343202119526278, 'b': 3.343202119526278, 'c': 6.17982, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000236533558, 'volume': 59.817975954839724}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.333333, 0.666667, 0.75], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [-1.671601, 0.965101263532, -4.6348650000000005]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.666667, 0.333333, 0.25], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [-1.671601, -0.965101263532, -1.544955]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.0, 0.5], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, -3.08991]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 0.0]}], '@version': None}",6.0,1.0,0.6800000000000002,1.35,47.805499999999995,0.11103946866096862,0
mp-1068,CuS2,193.02156187341402,4.39351922778992,Cubic,12,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[2.1760000000000002e-05, 5.77919803, 0.0], [0.0, 0.0, 5.7791231100000005], [5.77931416, 2.0750000000000003e-05, 0.0]], 'pbc': [True, True, True], 'a': 5.779198030040965, 'b': 5.7791231100000005, 'c': 5.77931416003725, 'alpha': 90.0, 'beta': 89.99957855403383, 'gamma': 90.0, 'volume': 193.02156187341407}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [-0.0, 0.5, 0.5], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [2.88965708, 1.0375000000000001e-05, 2.8895615550000002]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [-0.0, 0.0, -0.0], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.5, -0.0], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [1.0880000000000001e-05, 2.889599015, 2.8895615550000002]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [2.88966796, 2.88960939, 0.0]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.10072117, 0.60072642, 0.8992803300000001], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [5.1972257366711325, 0.5821062473101426, 3.4716719366095665]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.89927883, 0.39927358, 0.10071967], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.582110183328868, 5.197112532689857, 2.307451173390434]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.39927683, 0.10072642, 0.89928433], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [5.197255350498933, 2.3075185295104927, 0.5821103816095662]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.89927883, 0.10072642, 0.60071967], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [3.4717672633288683, 5.197122907689857, 0.5821103816095662]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.60072317, 0.60072642, 0.60071567], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [3.471737649501067, 3.471710625489507, 3.4716719366095665]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.39927683, 0.39927358, 0.39928433], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.307598270498934, 2.3075081545104927, 2.307451173390434]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.10072117, 0.89927358, 0.39928033], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.307568656671132, 0.5820958723101426, 5.197012728390434]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.60072317, 0.89927358, 0.10071567000000001], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.5820805695010665, 3.471700250489507, 5.197012728390434]}], '@version': None}",4.666666666666667,1.0,0.6800000000000002,1.35,47.805499999999995,0.09190405346225686,0
mp-760381,CuS,34.34822657643533,4.622241568815497,Cubic,2,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[0.0, 2.58011666, 2.57985702], [2.58011666, -0.0, 2.57985702], [2.58011666, 2.58011666, 0.0]], 'pbc': [True, True, True], 'a': 3.6486523844911334, 'b': 3.6486523844911334, 'c': 3.648835973076771, 'alpha': 59.99833551903026, 'beta': 59.99833551903026, 'gamma': 60.003328961939445, 'volume': 34.34822657643533}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [1.29005833, 1.29005833, 1.28992851]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.0, -0.0], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.0, 0.0, 0.0]}], '@version': None}",4.0,1.0,0.6800000000000002,1.35,47.805499999999995,0.09668848916579677,0
mp-1023128,CuS,29.05010314254594,5.46524051627785,Cubic,2,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[0.0, 2.439903, 2.439903], [2.439903, 0.0, 2.439903], [2.439903, 2.439903, 0.0]], 'pbc': [True, True, True], 'a': 3.4505439134748017, 'b': 3.4505439134748017, 'c': 3.4505439134748017, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 29.05010314254594}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {'magmom': 0.001}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.439903, 2.439903, 2.439903]}], '@version': None}",6.0,1.0,0.6800000000000002,1.35,47.805499999999995,0.11432242140083988,0
mp-684604,CuS2,59.955980153637455,3.536110748651634,Monoclinic,3,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[2.972077999999999, 2.227184, 0.0], [-2.972077999999999, 2.227184, 0.0], [0.0, 2.064951, 4.5288319999999995]], 'pbc': [True, True, True], 'a': 3.7139731027485903, 'b': 3.7139731027485903, 'c': 4.977383038969876, 'alpha': 75.59431128633499, 'beta': 75.59431128633499, 'gamma': 106.30647362352238, 'volume': 59.95598015363741}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.722946, 0.277053999999999, 0.5], 'properties': {'magmom': 0.0}, 'label': 'Cu', 'xyz': [1.3252258035760023, 3.259659499999998, 2.2644159999999998]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.948071999999999, 0.922674999999999, 0.219647999999999], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.07548186496600011, 4.620060143695993, 0.9947488911359954]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.077324999999999, 0.051927999999999, 0.780351999999999], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.07548186496599997, 1.8992588563039938, 3.5340831088639955]}], '@version': None}",3.3333333333333335,1.0,0.6800000000000002,1.35,47.805499999999995,0.07396870127185437,1
mp-849086,CuS2,97.89872550147206,4.331230764879235,Orthorhombic,6,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[-6.699999999999999e-07, 0.0, 3.59231407], [4.69742684, -7.257e-05, -9.1e-07], [-1.513e-05, 5.80153229, 0.0]], 'pbc': [True, True, True], 'a': 3.5923140700000626, 'b': 4.697426840560651, 'c': 5.801532290019729, 'alpha': 90.00103457930264, 'beta': 89.99999999997212, 'gamma': 90.00002178571094, 'volume': 97.89872550147206}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [2.3487055199999998, 2.9007298599999998, 1.7961565800000001]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, -0.0, -0.0], 'properties': {'magmom': -0.0}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.49999997, 0.32834899, 0.89565642], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [1.5423814722312772, 5.1961558130895975, 1.796156628432997]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [3.0000000000000004e-08, 0.17164901, 0.39565843], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.8063026803213624, 2.295412700887049, -4.8431176999999966e-08]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [-3.0000000000000004e-08, 0.82835099, 0.60434157], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [3.891109029678638, 3.506047019112951, -8.61568823e-07]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.50000003, 0.67165101, 0.10434358], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [3.1550295677687235, 0.6053039069104025, 1.7961565315670032]}], '@version': None}",4.666666666666667,1.0,0.6800000000000002,1.35,47.805499999999995,0.09060109746533841,1
mp-1147712,CuS2,221.5668998563784,3.827484809412397,Orthorhombic,12,"['Cu', 'S']",Cu-S,Cu,S,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[5.563211, 0.0, 0.0], [0.0, 5.664288, 0.0], [0.0, 0.0, 7.031274]], 'pbc': [True, True, True], 'a': 5.563211, 'b': 5.664288, 'c': 7.031274, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 221.5668998563784}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'properties': {'magmom': -0.001}, 'label': 'Cu', 'xyz': [2.7816055, 0.0, 3.515637]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.5, 0.5], 'properties': {'magmom': -0.001}, 'label': 'Cu', 'xyz': [0.0, 2.832144, 3.515637]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'properties': {'magmom': -0.001}, 'label': 'Cu', 'xyz': [2.7816055, 2.832144, 0.0]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {'magmom': -0.001}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.610506, 0.112397, 0.07346899999999901], 'properties': {'magmom': -0.001}, 'label': 'S', 'xyz': [3.396373694766, 0.636648978336, 0.516580669505993]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.110506, 0.387603, 0.926531], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.614768194766, 2.1954950216639997, 6.514693330494]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.389494, 0.612397, 0.426531], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.166837305234, 3.468792978336, 2.9990563304939997]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.889494, 0.887602999999999, 0.573469], 'properties': {'magmom': -0.001}, 'label': 'S', 'xyz': [4.948442805234, 5.027639021663995, 4.032217669506]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.110506, 0.112397, 0.426531], 'properties': {'magmom': -0.001}, 'label': 'S', 'xyz': [0.614768194766, 0.636648978336, 2.9990563304939997]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.610506, 0.387603, 0.573469], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [3.396373694766, 2.1954950216639997, 4.032217669506]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.889494, 0.612397, 0.07346899999999901], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [4.948442805234, 3.468792978336, 0.516580669505993]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.389494, 0.887602999999999, 0.926531], 'properties': {'magmom': -0.001}, 'label': 'S', 'xyz': [2.166837305234, 5.027639021663995, 6.514693330494]}], '@version': None}",2.6666666666666665,1.0,0.6800000000000002,1.35,47.805499999999995,0.08006369161314907,1
